"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","5","1141","56","0","2010","A","","Alabama -- Statewide","Private","Fishing","State, NAICS 4-digit -- by ownership sector","All establishment sizes",15,77,1987945,908053,30032,499,25930,"",0.56,0.83,0.38,0.45,0.25,0.46,0.46,"",3,25.0,25,48.1,781241,64.7,320363,54.5,18644,163.7,49,10.9,2537,10.8
"01003","5","1141","76","0","2010","A","N","Baldwin County, Alabama","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","1141","76","0","2010","A","","Hale County, Alabama","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,22,417224,195812,4500,373,19406,"",47.75,148.01,65.01,69.00,23.91,0.45,0.45,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","1141","76","0","2010","A","","Mobile County, Alabama","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",9,36,1235034,536675,14529,664,34546,"",3.99,4.25,2.59,2.78,1.23,0.61,0.61,"",0,0.0,0,0.0,351131,39.7,98901,22.6,4819,49.6,196,41.9,10218,42.0
"01105","5","1141","76","0","2010","A","N","Perry County, Alabama","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",27.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","1141","56","0","2010","A","N","Alaska -- Statewide","Private","Fishing","State, NAICS 4-digit -- by ownership sector","All establishment sizes",76,0,0,0,0,0,0,"N",15.60,0,0,0,0,0,0,"N",7,10.1,0,0,0,0,0,0,0,0,0,0,0,0
"02013","5","1141","76","0","2010","A","N","Aleutian East Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",128.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02016","5","1141","76","0","2010","A","N","Aleutian West Census Area, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",82.29,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","1141","76","0","2010","A","N","Anchorage Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,"N",4.29,0,0,0,0,0,0,"N",3,60.0,0,0,0,0,0,0,0,0,0,0,0,0
"02060","5","1141","76","0","2010","A","N","Bristol Bay Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",47.93,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02100","5","1141","76","0","2010","A","N","Haines Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",30.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","1141","76","0","2010","A","N","Juneau Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02122","5","1141","76","0","2010","A","","Kenai Peninsula Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",12,12,737713,737263,19083,1207,62784,"",27.99,12.54,13.13,14.19,10.17,1.07,1.07,"",0,0.0,-2,-14.3,160968,27.9,202623,37.9,6011,46.0,410,51.4,21341,51.5
"02130","5","1141","76","0","2010","A","N","Ketchikan Gateway Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02150","5","1141","76","0","2010","A","","Kodiak Island Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,20,931491,840130,21566,877,45624,"",206.79,65.26,53.59,46.34,29.73,0.80,0.80,"",3,15.8,1,5.3,277055,42.3,232294,38.2,6941,47.5,212,31.9,11028,31.9
"02164","5","1141","76","0","2010","A","N","Lake and Peninsula Borough, Alaska","Private","Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",34.34,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
