"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","5","1141","56","0","2018","A","","Alabama -- Statewide","Private","NAICS 1141 Fishing","State, NAICS 4-digit -- by ownership sector","All establishment sizes",21,57,1501149,601799,11652,505,26259,"",0.77,0.65,0.25,0.32,0.19,0.38,0.38,"",2,10.5,19,50.0,415477,38.3,231713,62.6,4682,67.2,-51,-9.2,-2628,-9.1
"01003","5","1141","76","0","2018","A","N","Baldwin County, Alabama","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","1141","76","0","2018","A","N","Covington County, Alabama","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.20,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","1141","76","0","2018","A","","Hale County, Alabama","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,31,623486,317953,4611,390,20276,"",49.12,252.65,93.54,151.25,76.25,0.37,0.37,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","1141","76","0","2018","A","","Mobile County, Alabama","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",16,24,826237,267846,6778,651,33839,"",7.27,3.12,1.55,1.61,1.07,0.49,0.49,"N",1,6.7,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","1141","56","0","2018","A","N","Alaska -- Statewide","Private","NAICS 1141 Fishing","State, NAICS 4-digit -- by ownership sector","All establishment sizes",106,0,0,0,0,0,0,"N",22.58,0,0,0,0,0,0,"N",4,3.9,0,0,0,0,0,0,0,0,0,0,0,0
"02013","5","1141","76","0","2018","A","N","Aleutians East Borough, Alaska","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",139.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02016","5","1141","76","0","2018","A","","Aleutians West Census Area, Alaska","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,16,3221648,767125,38002,3955,205637,"",137.57,107.05,238.48,46.00,55.66,2.28,2.28,"",0,0.0,0,0.0,759099,30.8,10174,1.3,21650,132.4,1026,35.0,53314,35.0
"02020","5","1141","76","0","2018","A","N","Anchorage Municipality, Alaska","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,"N",5.10,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
"02060","5","1141","76","0","2018","A","N","Bristol Bay Borough, Alaska","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",75.00,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02100","5","1141","76","0","2018","A","N","Haines Borough, Alaska","Private","NAICS 1141 Fishing","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",29.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
